activity_date,customerid,transaction_method,transaction_type, transaction_amount
4/23/2024,600,CREDIT CARD,RETAIL TRANSACTION,"  18,700 "
4/22/2024,3349,CREDIT CARD,RETAIL TRANSACTION,"  400,000 "
4/23/2024,2464,CREDIT CARD,RETAIL TRANSACTION,"  3,216,700 "
4/23/2024,3172,CREDIT CARD,RETAIL TRANSACTION,"  71,490 "
4/23/2024,6326,CREDIT CARD,RETAIL TRANSACTION,"  435,000 "
4/23/2024,305,CREDIT CARD,RETAIL TRANSACTION,"  373,000 "
4/22/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  76,480 "
4/23/2024,4206,CREDIT CARD,RETAIL TRANSACTION,"  426,176 "
4/23/2024,4206,CREDIT CARD,RETAIL TRANSACTION,"  429,140 "
4/23/2024,377,CREDIT CARD,RETAIL TRANSACTION,"  2,427,000 "
4/23/2024,2271,CREDIT CARD,RETAIL TRANSACTION,"  471,600 "
4/24/2024,2271,CREDIT CARD,RETAIL TRANSACTION,"  86,900 "
4/22/2024,2306,CREDIT CARD,RETAIL TRANSACTION,"  54,999 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  904,416 "
4/24/2024,6604,CREDIT CARD,OTHERS,"  4,167,360 "
4/24/2024,6604,CREDIT CARD,OTHERS,"- 4,167,360 "
4/22/2024,4206,CREDIT CARD,RETAIL TRANSACTION,"  1,001,250 "
4/23/2024,4277,CREDIT CARD,RETAIL TRANSACTION,"  109,890 "
4/23/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  1,199,000 "
4/24/2024,480,CREDIT CARD,OTHERS,"  13,000,000 "
4/23/2024,480,CREDIT CARD,RETAIL TRANSACTION,"  174,400 "
4/23/2024,5232,CREDIT CARD,RETAIL TRANSACTION,"  458,400 "
4/23/2024,5232,CREDIT CARD,RETAIL TRANSACTION,"  287,500 "
4/23/2024,5232,CREDIT CARD,RETAIL TRANSACTION,"  252,000 "
4/22/2024,5952,CREDIT CARD,RETAIL TRANSACTION,"  36,500 "
4/23/2024,5952,CREDIT CARD,RETAIL TRANSACTION,"  40,000 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  1,499,400 "
4/22/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  359,783 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  4,599,240 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  381,500 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  320,000 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  437,000 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  5,000 "
4/23/2024,5203,CREDIT CARD,RETAIL TRANSACTION,"  216,888 "
4/23/2024,5463,CREDIT CARD,RETAIL TRANSACTION,"  73,455 "
4/23/2024,326,CREDIT CARD,RETAIL TRANSACTION,"  391,600 "
4/22/2024,1165,CREDIT CARD,RETAIL TRANSACTION,"  1,000 "
4/22/2024,1165,CREDIT CARD,RETAIL TRANSACTION,"  1,600 "
4/21/2024,1165,CREDIT CARD,RETAIL TRANSACTION,"  1,546 "
4/21/2024,1165,CREDIT CARD,RETAIL TRANSACTION,"  1,211 "
4/21/2024,1165,CREDIT CARD,RETAIL TRANSACTION,  427 
4/21/2024,1165,CREDIT CARD,RETAIL TRANSACTION,"  4,160 "
4/22/2024,1165,CREDIT CARD,RETAIL TRANSACTION,"  7,230 "
4/24/2024,1547,CREDIT CARD,OTHERS,"- 1,000,000 "
4/24/2024,2846,CREDIT CARD,OTHERS,"- 5,499,317 "
3/31/2024,3172,BRANCH,PAJAK,  42 
3/31/2024,8304,BRANCH,BIAYA,"  12,500 "
3/31/2024,7050,BRANCH,BIAYA,"  10,000 "
3/31/2024,9410,BRANCH,BUNGA,"  1,465 "
3/31/2024,7170,BRANCH,BIAYA,  1 
3/31/2024,9216,BRANCH,BUNGA,"  3,060 "
3/31/2024,7550,BRANCH,BIAYA,"  5,000 "
3/31/2024,65,BRANCH,BIAYA,"  5,000 "
3/31/2024,844,BRANCH,BUNGA,"  1,101 "
3/31/2024,5232,BRANCH,BUNGA,"  29,815 "
3/31/2024,1047,BRANCH,BUNGA,  0 
3/31/2024,7023,BRANCH,BIAYA,"  12,500 "
3/31/2024,8644,BRANCH,BUNGA,  342 
3/31/2024,7772,BRANCH,BIAYA,"  12,500 "
3/31/2024,5463,BRANCH,BUNGA,"  2,183 "
3/31/2024,4857,BRANCH,PAJAK,  110 
3/31/2024,6326,BRANCH,BIAYA,"  10,000 "
3/31/2024,1223,BRANCH,PAJAK,  85 
3/31/2024,8644,BRANCH,BIAYA,"  5,000 "
3/31/2024,3985,BRANCH,BIAYA,"  5,000 "
3/31/2024,8779,BRANCH,BUNGA,"  1,987 "
3/31/2024,5027,BRANCH,BIAYA,"  12,500 "
3/31/2024,6133,BRANCH,BUNGA,  13 
3/31/2024,600,BRANCH,TRANSFER,"  823,454 "
3/31/2024,2306,BRANCH,BIAYA,"  2,000 "
3/31/2024,246,BRANCH,PAJAK,  100 
3/31/2024,6133,BRANCH,BIAYA,"  15,000 "
3/31/2024,8644,BRANCH,BIAYA,"  10,000 "
3/31/2024,779,BRANCH,BIAYA,"  10,000 "
3/31/2024,2759,BRANCH,PAJAK,"  9,383 "
3/31/2024,2022,BRANCH,PAJAK,  858 
3/31/2024,3183,BRANCH,BIAYA,"  5,000 "
3/31/2024,3985,BRANCH,PAJAK,  364 
3/31/2024,5312,BRANCH,PAJAK,"  2,017 "
3/31/2024,5952,BRANCH,PAJAK,  245 
3/31/2024,1310,BRANCH,BIAYA,"  2,500 "
3/31/2024,1547,BRANCH,BIAYA,"  2,000 "
3/31/2024,9716,BRANCH,PAJAK,"  1,917 "
3/31/2024,3349,BRANCH,PAJAK,"  1,038 "
3/31/2024,268,BRANCH,BUNGA,  3 
3/31/2024,4062,BRANCH,BUNGA,  938 
3/31/2024,3349,BRANCH,PAJAK,"  1,052 "
3/31/2024,7170,BRANCH,BUNGA,"  7,442 "
3/31/2024,1784,BRANCH,BUNGA,  92 
3/31/2024,3349,BRANCH,PAJAK,  201 
3/31/2024,9227,BRANCH,BUNGA,  143 
3/31/2024,1310,BRANCH,BIAYA,"  10,000 "
3/31/2024,837,BRANCH,BIAYA,"  5,000 "
3/31/2024,4926,BRANCH,BIAYA,"  5,000 "
3/31/2024,7903,BRANCH,BIAYA,"  5,000 "
3/31/2024,2022,BRANCH,BIAYA,"  15,000 "
3/31/2024,305,BRANCH,BUNGA,"  67,759 "
3/31/2024,65,BRANCH,PAJAK,  54 
3/31/2024,7170,BRANCH,BUNGA,  18 
3/31/2024,3172,BRANCH,BUNGA,  211 
3/31/2024,268,BRANCH,BIAYA,"  12,500 "
3/31/2024,5027,BRANCH,BIAYA,"  15,000 "
3/31/2024,7027,BRANCH,PAJAK,  344 
3/31/2024,1795,BRANCH,BIAYA,"  15,000 "
3/31/2024,4857,BRANCH,BUNGA,  393 
3/31/2024,3172,BRANCH,BIAYA,"  10,000 "
3/31/2024,4926,BRANCH,BIAYA,"  12,500 "
3/31/2024,6513,BRANCH,BIAYA,"  5,000 "
3/31/2024,8644,BRANCH,PAJAK,  135 
3/31/2024,1310,BRANCH,BUNGA,  468 
3/31/2024,5463,BRANCH,BIAYA,"  5,000 "
3/31/2024,3161,BRANCH,BUNGA,"  2,296 "
3/31/2024,5952,BRANCH,BUNGA,"  1,225 "
3/31/2024,1365,BRANCH,BIAYA,"  12,500 "
3/31/2024,600,BRANCH,BIAYA,"  10,000 "
3/31/2024,188,BRANCH,BIAYA,"  10,000 "
3/31/2024,188,BRANCH,BUNGA,"  3,433 "
3/31/2024,7170,BRANCH,BIAYA,"  5,000 "
3/31/2024,5225,BRANCH,PAJAK,"  3,263 "
3/31/2024,7903,BRANCH,BUNGA,  576 
3/31/2024,8097,BRANCH,BIAYA,"  10,000 "
3/31/2024,837,BRANCH,BIAYA,"  15,000 "
3/31/2024,9716,BRANCH,BIAYA,"  2,500 "
3/31/2024,2846,BRANCH,BIAYA,"  5,000 "
4/2/2024,7170,MOBILE BANKING,PAYMENT,"  55,500 "
4/2/2024,7170,MOBILE BANKING,PAYMENT,"  88,800 "
4/2/2024,5463,MOBILE BANKING,PAYMENT,"  201,000 "
4/2/2024,2237,MOBILE BANKING,PAYMENT,"  103,000 "
4/2/2024,1465,MOBILE BANKING,PAYMENT,"  203,000 "
4/2/2024,3010,MOBILE BANKING,PAYMENT,"  36,000 "
4/2/2024,1041,MOBILE BANKING,PAYMENT,"  686,101 "
4/2/2024,1041,MOBILE BANKING,PAYMENT,"  405,150 "
4/2/2024,1041,MOBILE BANKING,PAYMENT,"  688,733 "
4/2/2024,6326,MOBILE BANKING,PAYMENT,"  201,000 "
4/2/2024,1041,MOBILE BANKING,PAYMENT,"  800,000 "
4/2/2024,2022,MOBILE BANKING,PAYMENT,"  3,570,325 "
4/2/2024,779,MOBILE BANKING,PAYMENT,"  21,000 "
4/2/2024,779,MOBILE BANKING,PAYMENT,"  30,000 "
4/2/2024,779,MOBILE BANKING,PAYMENT,"  100,000 "
4/2/2024,1892,MOBILE BANKING,PAYMENT,"  101,000 "
4/2/2024,5203,MOBILE BANKING,PAYMENT,"  101,000 "
4/2/2024,4266,MOBILE BANKING,PAYMENT,"  51,500 "
4/2/2024,4266,MOBILE BANKING,PAYMENT,"  50,000 "
4/2/2024,4266,MOBILE BANKING,PAYMENT,"  51,000 "
4/2/2024,4266,MOBILE BANKING,PAYMENT,"  52,000 "
4/2/2024,4266,MOBILE BANKING,PAYMENT,"  3,000,000 "
4/2/2024,4266,MOBILE BANKING,PAYMENT,"  50,500 "
4/2/2024,4266,MOBILE BANKING,PAYMENT,"  50,001 "
4/2/2024,7023,MOBILE BANKING,PAYMENT,"  651,000 "
4/2/2024,359,MOBILE BANKING,PAYMENT,"  644,166 "
4/2/2024,377,MOBILE BANKING,PAYMENT,"  3,150,000 "
4/2/2024,280,MOBILE BANKING,PAYMENT,"  16,500 "
4/2/2024,7550,MOBILE BANKING,PAYMENT,"  6,000,000 "
4/2/2024,7550,MOBILE BANKING,PAYMENT,"  36,186 "
4/2/2024,7550,MOBILE BANKING,PAYMENT,"  40,000,000 "
4/2/2024,7550,MOBILE BANKING,PAYMENT,"  131,462 "
4/2/2024,7550,MOBILE BANKING,PAYMENT,"  22,462 "
4/2/2024,7550,MOBILE BANKING,PAYMENT,"  452,500 "
4/2/2024,7550,MOBILE BANKING,PAYMENT,"  47,286 "
4/2/2024,1047,MOBILE BANKING,PAYMENT,"  272,394 "
4/2/2024,76,MOBILE BANKING,PAYMENT,"  1,200,000 "
4/2/2024,5232,MOBILE BANKING,PAYMENT,"  2,500,000 "
4/2/2024,5232,MOBILE BANKING,PAYMENT,"  2,000,000 "
4/2/2024,5232,MOBILE BANKING,PAYMENT,"  1,951,000 "
4/2/2024,4277,MOBILE BANKING,PAYMENT,"  51,000 "
4/2/2024,3010,MOBILE BANKING,PAYMENT,"  201,000 "
4/2/2024,8097,MOBILE BANKING,PAYMENT,"  1,201,000 "
4/2/2024,8097,MOBILE BANKING,PAYMENT,"  21,000 "
4/2/2024,7743,MOBILE BANKING,PAYMENT,"  21,000 "
4/2/2024,4900,MOBILE BANKING,PAYMENT,"  1,301,000 "
4/2/2024,4900,MOBILE BANKING,PAYMENT,"  1,501,000 "
4/2/2024,4900,MOBILE BANKING,PAYMENT,"  101,000 "
4/2/2024,3161,MOBILE BANKING,PAYMENT,"  51,000 "
4/2/2024,844,MOBILE BANKING,PAYMENT,"  251,000 "
4/2/2024,2237,MOBILE BANKING,PAYMENT,"  150,000 "
4/2/2024,7027,MOBILE BANKING,PAYMENT,"  500,000 "
4/2/2024,5232,MOBILE BANKING,PAYMENT,"  431,300 "
4/2/2024,8304,MOBILE BANKING,PAYMENT,"  101,000 "
4/2/2024,2168,MOBILE BANKING,PAYMENT,"  201,000 "
4/2/2024,4277,MOBILE BANKING,PAYMENT,"  103,000 "
4/2/2024,1047,MOBILE BANKING,PAYMENT,"  607,000 "
4/2/2024,2271,MOBILE BANKING,PAYMENT,"  1,502,000 "
4/2/2024,6386,MOBILE BANKING,PAYMENT,"  101,000 "
4/2/2024,6386,MOBILE BANKING,PAYMENT,"  151,000 "
4/2/2024,76,MOBILE BANKING,PAYMENT,"  200,000 "
4/2/2024,268,MOBILE BANKING,PAYMENT,"  15,000,000 "
4/2/2024,3183,MOBILE BANKING,PAYMENT,"  100,000 "
4/2/2024,1104,MOBILE BANKING,PAYMENT,"  6,000,000 "
4/2/2024,3183,MOBILE BANKING,PAYMENT,"  72,000 "
4/2/2024,3183,MOBILE BANKING,PAYMENT,"  82,000 "
4/2/2024,3183,MOBILE BANKING,PAYMENT,"  57,000 "
4/2/2024,3183,MOBILE BANKING,PAYMENT,"  77,000 "
4/2/2024,3183,MOBILE BANKING,PAYMENT,"  50,000 "
4/2/2024,1223,MOBILE BANKING,PAYMENT,"  101,000 "
4/2/2024,1223,MOBILE BANKING,PAYMENT,"  401,000 "
4/2/2024,1223,MOBILE BANKING,PAYMENT,"  130,000 "
4/2/2024,1223,MOBILE BANKING,PAYMENT,"  21,000 "
4/2/2024,844,MOBILE BANKING,PAYMENT,"  86,330 "
4/2/2024,844,MOBILE BANKING,PAYMENT,"  80,378 "
4/2/2024,600,MOBILE BANKING,PAYMENT,"  2,001,000 "
4/2/2024,4926,MOBILE BANKING,PAYMENT,"  400,000 "
4/2/2024,4926,MOBILE BANKING,PAYMENT,"  260,000 "
4/2/2024,8304,MOBILE BANKING,PAYMENT,"  103,000 "
4/2/2024,7969,MOBILE BANKING,PAYMENT,"  330,000 "
4/2/2024,5312,MOBILE BANKING,PAYMENT,"  26,500 "
4/2/2024,5225,MOBILE BANKING,PAYMENT,"  77,469 "
4/2/2024,2168,MERCHANT,PAYMENT,  85 
4/2/2024,4900,BRANCH,TRANSFER,  6 
4/2/2024,268,BRANCH,OTHERS,"  3,110,771 "
4/2/2024,5027,BRANCH,BIAYA,"  1,500 "
4/2/2024,786,BRANCH,BIAYA,"  1,000 "
4/2/2024,600,BRANCH,BIAYA,"  4,000 "
4/2/2024,5203,SMS BANKING,TRANSFER,"  2,000,000 "
4/10/2024,5463,VIRTUAL DEBIT CARD,PAYMENT,"  78,500 "
4/10/2024,5463,VIRTUAL DEBIT CARD,PAYMENT,"  35,500 "
4/9/2024,3183,VIRTUAL DEBIT CARD,PAYMENT,  8 
4/9/2024,3183,VIRTUAL DEBIT CARD,PAYMENT,  285 
4/10/2024,3183,VIRTUAL DEBIT CARD,PAYMENT,  124 
4/9/2024,3183,VIRTUAL DEBIT CARD,PAYMENT,  295 
4/10/2024,6326,DEBIT CARD,PAYMENT,"  90,000 "
4/9/2024,1310,DEBIT CARD,PAYMENT,"  338,100 "
4/9/2024,5725,DEBIT CARD,PAYMENT,"  139,000 "
4/10/2024,6326,DEBIT CARD,PAYMENT,  20 
4/10/2024,6326,DEBIT CARD,PAYMENT,  100 
4/9/2024,1104,DEBIT CARD,PAYMENT,  49 
4/10/2024,1223,DEBIT CARD,PAYMENT,"  249,800 "
3/31/2024,5232,BRANCH,BIAYA,"  10,000 "
3/31/2024,3161,BRANCH,PAJAK,  78 
3/31/2024,1223,BRANCH,PAJAK,  148 
3/31/2024,2022,BRANCH,PAJAK,  430 
3/31/2024,3349,BRANCH,PAJAK,  331 
3/31/2024,2960,BRANCH,BUNGA,  5 
3/31/2024,7163,BRANCH,BIAYA,"  2,416 "
3/31/2024,779,BRANCH,BUNGA,  70 
3/31/2024,5027,BRANCH,BUNGA,  24 
3/31/2024,1041,BRANCH,BIAYA,"  30,000 "
3/31/2024,9410,BRANCH,BUNGA,"  1,778 "
3/31/2024,1310,BRANCH,PAJAK,  335 
3/31/2024,4062,BRANCH,PAJAK,  0 
3/31/2024,786,BRANCH,PAJAK,  153 
3/31/2024,9410,BRANCH,BUNGA,  29 
3/31/2024,8644,BRANCH,PAJAK,  0 
3/31/2024,1547,BRANCH,BUNGA,"  2,914 "
3/31/2024,5849,BRANCH,PAJAK,  13 
3/31/2024,188,BRANCH,PAJAK,  92 
3/31/2024,1365,BRANCH,PAJAK,  144 
3/31/2024,7969,BRANCH,BIAYA,"  2,500 "
3/31/2024,7050,BRANCH,BUNGA,  517 
3/31/2024,280,BRANCH,BUNGA,  42 
3/31/2024,480,BRANCH,PAJAK,  7 
3/31/2024,6133,BRANCH,PAJAK,  0 
3/31/2024,844,BRANCH,PAJAK,"  3,837 "
3/31/2024,9716,BRANCH,BUNGA,  891 
3/31/2024,2464,BRANCH,BIAYA,"  5,000 "
3/31/2024,1104,BRANCH,BUNGA,"  12,805 "
3/31/2024,2146,BRANCH,BIAYA,"  15,000 "
3/31/2024,3161,MERCHANT,PAYMENT,"  43,200 "
3/31/2024,786,BRANCH,PAJAK,"  458,514 "
3/31/2024,7743,BRANCH,PAJAK,  352 
3/31/2024,5463,BRANCH,BUNGA,  87 
3/31/2024,7732,BRANCH,BIAYA,"  2,000 "
3/31/2024,3010,BRANCH,BIAYA,"  5,000 "
3/31/2024,1547,BRANCH,PAJAK,  795 
3/31/2024,6604,BRANCH,PAJAK,  200 
3/31/2024,9410,BRANCH,BUNGA,  611 
3/31/2024,377,BRANCH,PAJAK,  160 
3/31/2024,1892,BRANCH,PAJAK,  198 
3/31/2024,3349,BRANCH,PAJAK,  429 
3/31/2024,837,BRANCH,PAJAK,  127 
3/31/2024,5312,BRANCH,PAJAK,  16 
3/31/2024,3694,BRANCH,BUNGA,  5 
3/31/2024,1104,BRANCH,BUNGA,"  39,833 "
3/31/2024,268,BRANCH,BIAYA,"  5,757 "
3/31/2024,4251,BRANCH,PAJAK,  0 
3/31/2024,1547,BRANCH,BIAYA,"  20,000 "
3/31/2024,775,BRANCH,BUNGA,  840 
3/31/2024,5849,BRANCH,PAJAK,  512 
3/31/2024,600,BRANCH,PAJAK,  0 
3/31/2024,6326,BRANCH,PAJAK,  580 
3/31/2024,4426,BRANCH,PAJAK,  52 
3/31/2024,1547,BRANCH,PAJAK,  173 
3/31/2024,8097,BRANCH,PAJAK,  62 
3/31/2024,5232,BRANCH,PAJAK,  199 
3/31/2024,7163,BRANCH,PAJAK,  42 
3/31/2024,7050,BRANCH,BUNGA,  1 
3/31/2024,359,BRANCH,BIAYA,"  10,000 "
3/31/2024,2022,BRANCH,BUNGA,  186 
3/31/2024,779,BRANCH,PAJAK,  67 
3/31/2024,2497,BRANCH,BUNGA,  8 
3/31/2024,6911,BRANCH,BUNGA,"  4,589 "
3/31/2024,9216,BRANCH,PAJAK,  211 
3/31/2024,2237,BRANCH,PAJAK,  97 
3/31/2024,6386,BRANCH,BUNGA,  783 
3/31/2024,1223,BRANCH,BIAYA,"  5,000 "
3/31/2024,6326,BRANCH,PAJAK,"  2,082 "
3/31/2024,7669,BRANCH,PAJAK,  211 
3/31/2024,305,BRANCH,BUNGA,"  24,088 "
3/31/2024,3025,BRANCH,BIAYA,"  5,000 "
3/31/2024,4266,BRANCH,BIAYA,"  2,500 "
3/31/2024,480,BRANCH,BUNGA,  169 
3/31/2024,5849,BRANCH,BUNGA,"  1,090 "
3/31/2024,6513,BRANCH,BUNGA,  14 
4/24/2024,2759,DEBIT CARD,PAYMENT,  5 
4/25/2024,2759,DEBIT CARD,PAYMENT,  67 
4/25/2024,2759,DEBIT CARD,PAYMENT,  65 
4/24/2024,2759,DEBIT CARD,PAYMENT,"  182,381 "
4/24/2024,2759,DEBIT CARD,PAYMENT,"  202,100 "
4/25/2024,3025,DEBIT CARD,PAYMENT,"  211,464 "
4/24/2024,3025,DEBIT CARD,PAYMENT,"  843,813 "
4/25/2024,2022,DEBIT CARD,PAYMENT,"  83,900 "
4/25/2024,2022,DEBIT CARD,PAYMENT,"  500,000 "
4/25/2024,6911,DEBIT CARD,PAYMENT,"  179,900 "
4/25/2024,1547,DEBIT CARD,PAYMENT,"  121,500 "
4/24/2024,6217,DEBIT CARD,PAYMENT,"  92,000 "
4/24/2024,775,DEBIT CARD,PAYMENT,"  195,500 "
4/24/2024,786,ATM,TRANSFER,"  10,000,000 "
4/24/2024,4277,ATM,WITHDRAWAL,"  1,500,000 "
4/24/2024,3349,ATM,TRANSFER,"  190,000 "
4/24/2024,3974,ATM,WITHDRAWAL,"  150,000 "
4/24/2024,1104,ATM,TRANSFER,"  1,400,000 "
4/24/2024,2168,ATM,WITHDRAWAL,"  50,000 "
4/24/2024,6386,ATM,WITHDRAWAL,"  600,000 "
4/24/2024,3010,ATM,WITHDRAWAL,"  1,000,000 "
4/24/2024,5725,ATM,WITHDRAWAL,"  2,500,000 "
4/24/2024,5463,ATM,WITHDRAWAL,"  300,000 "
4/24/2024,8644,ATM,PAYMENT,"  141,000 "
4/24/2024,305,ATM,TRANSFER,"  300,000 "
4/4/2024,1104,DEBIT CARD,PAYMENT,"  361,900 "
4/5/2024,1310,DEBIT CARD,PAYMENT,"  52,000 "
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  19 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  1 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,"  1,432 "
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  12 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  5 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  12 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  8 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  65 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  21 
4/4/2024,837,CREDIT CARD,RETAIL TRANSACTION,  2 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  2 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  23 
4/3/2024,837,CREDIT CARD,RETAIL TRANSACTION,  6 
4/3/2024,3010,CREDIT CARD,RETAIL TRANSACTION,"  5,000 "
4/3/2024,3010,CREDIT CARD,RETAIL TRANSACTION,"  89,000 "
4/2/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  2,000 "
4/3/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  8,500 "
4/2/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  13,000 "
4/3/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  113,500 "
4/4/2024,4799,CREDIT CARD,INSTALMENT,"  132,909 "
3/30/2024,5849,CREDIT CARD,RETAIL TRANSACTION,"  1,935,997 "
4/3/2024,5849,CREDIT CARD,RETAIL TRANSACTION,"  1,753,000 "
4/3/2024,65,CREDIT CARD,RETAIL TRANSACTION,"  243,000 "
4/4/2024,65,CREDIT CARD,OTHERS,"- 512,023 "
4/4/2024,65,CREDIT CARD,OTHERS,"  512,023 "
4/4/2024,7050,CREDIT CARD,OTHERS,"- 75,000 "
4/4/2024,8797,CREDIT CARD,INSTALMENT,"  2,793,163 "
4/4/2024,9716,CREDIT CARD,OTHERS,"  1,115,546 "
4/2/2024,9716,CREDIT CARD,RETAIL TRANSACTION,"  309,800 "
4/4/2024,9716,CREDIT CARD,OTHERS,"- 1,115,546 "
4/3/2024,3172,CREDIT CARD,RETAIL TRANSACTION,"  6,500,000 "
4/4/2024,188,CREDIT CARD,RETAIL TRANSACTION,"  45,000 "
4/4/2024,188,CREDIT CARD,RETAIL TRANSACTION,"  59,000 "
4/3/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  268,000 "
4/3/2024,6326,CREDIT CARD,RETAIL TRANSACTION,"  99,000 "
4/4/2024,4426,CREDIT CARD,INSTALMENT,"  338,100 "
4/3/2024,1396,CREDIT CARD,RETAIL TRANSACTION,"  177,616 "
4/3/2024,1396,CREDIT CARD,RETAIL TRANSACTION,"  1,443,700 "
4/3/2024,9716,CREDIT CARD,RETAIL TRANSACTION,"  120,000 "
4/3/2024,2759,CREDIT CARD,RETAIL TRANSACTION,"  1,017,500 "
4/17/2024,76,DEBIT CARD,PAYMENT,"  168,300 "
4/17/2024,6386,DEBIT CARD,PAYMENT,"  484,000 "
4/16/2024,8779,DEBIT CARD,PAYMENT,  404 
4/17/2024,8779,DEBIT CARD,PAYMENT,  202 
4/16/2024,8779,DEBIT CARD,PAYMENT,  132 
4/16/2024,8779,DEBIT CARD,PAYMENT,  653 
4/16/2024,8779,DEBIT CARD,PAYMENT,  29 
4/16/2024,5232,DEBIT CARD,PAYMENT,"  66,000 "
4/16/2024,3569,DEBIT CARD,PAYMENT,"  55,000 "
4/16/2024,1892,INTERNET BANKING,TRANSFER,"  2,000,000 "
4/16/2024,8304,MOBILE BANKING,TRANSFER,"  25,000 "
4/16/2024,8304,MOBILE BANKING,TRANSFER,"  70,000 "
4/16/2024,775,MOBILE BANKING,TRANSFER,"  50,000 "
4/16/2024,2022,MOBILE BANKING,TRANSFER,"  100,000 "
4/16/2024,4251,MOBILE BANKING,TRANSFER,"  300,000 "
4/16/2024,4251,MOBILE BANKING,TRANSFER,"  200,000 "
4/16/2024,2271,MOBILE BANKING,TRANSFER,"  150,000 "
4/16/2024,8644,MOBILE BANKING,TRANSFER,"  100,000 "
4/16/2024,1547,MOBILE BANKING,TRANSFER,"  380,000 "
4/16/2024,3569,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/16/2024,7772,MOBILE BANKING,TRANSFER,"  4,500,000 "
4/16/2024,8644,MOBILE BANKING,TRANSFER,"  1,100,000 "
4/16/2024,8644,MOBILE BANKING,TRANSFER,"  89,000 "
4/16/2024,5225,MOBILE BANKING,TRANSFER,"  18,000 "
4/16/2024,3183,MOBILE BANKING,TRANSFER,"  16,000,000 "
4/16/2024,3183,MOBILE BANKING,TRANSFER,"  2,500,000 "
4/16/2024,377,MOBILE BANKING,TRANSFER,"  300,000 "
4/16/2024,377,MOBILE BANKING,TRANSFER,"  2,000,000 "
4/16/2024,480,MOBILE BANKING,TRANSFER,"  500,000 "
4/16/2024,4799,MOBILE BANKING,TRANSFER,"  255,000 "
4/16/2024,6911,MOBILE BANKING,TRANSFER,"  5,000,000 "
4/16/2024,7903,MOBILE BANKING,TRANSFER,"  100,000 "
4/16/2024,7903,MOBILE BANKING,TRANSFER,"  80,000 "
4/16/2024,7903,MOBILE BANKING,TRANSFER,"  210,000 "
4/16/2024,7163,MOBILE BANKING,TRANSFER,"  50,000 "
4/16/2024,7163,MOBILE BANKING,TRANSFER,"  31,000 "
4/16/2024,5225,MOBILE BANKING,TRANSFER,"  600,000 "
4/16/2024,5225,MOBILE BANKING,TRANSFER,"  360,000 "
4/16/2024,1104,MOBILE BANKING,TRANSFER,"  9,000,000 "
4/16/2024,5225,MOBILE BANKING,TRANSFER,"  150,000 "
4/16/2024,5203,MOBILE BANKING,TRANSFER,"  60,500 "
4/16/2024,2464,MOBILE BANKING,TRANSFER,"  500,000 "
4/16/2024,7669,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/16/2024,3974,MOBILE BANKING,TRANSFER,"  150,000 "
4/16/2024,786,MOBILE BANKING,TRANSFER,"  120,000 "
4/16/2024,775,MOBILE BANKING,TRANSFER,  50 
4/14/2024,5312,DEBIT CARD,PAYMENT,"  169,000 "
4/15/2024,2168,DEBIT CARD,PAYMENT,"  50,000 "
4/14/2024,4277,DEBIT CARD,PAYMENT,  8 
4/14/2024,4277,DEBIT CARD,PAYMENT,  8 
4/26/2018,775,BANCA,NON DIGITAL,"  300,000,000 "
6/14/2017,4857,BANCA,NON DIGITAL,"  100,000,000 "
7/13/2022,779,BANCA,NON DIGITAL,"  12,000 "
7/28/2020,2146,BANCA,NON DIGITAL,"  360,500 "
2/23/2018,4857,BANCA,NON DIGITAL,"  100,958,500 "
5/19/2016,3172,BANCA,NON DIGITAL,"  150,000,000 "
